,flg,text,is_url,num_emoji,text_length,num_kusa,is_date,is_time,num_hatena,num_bikkuri,is_year,is_month,is_eiga,is_henkakko,is_normalkakko,is_vol,text_wakati,text_del_one
10,3,【ｵﾄﾅ女子映画部】歳を重ねても輝ける女性は何が違うのか?『ﾃﾞﾝｼﾞｬﾗｽ･ﾋﾞｭｰﾃｨｰ』,0.0,0.0,47.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,True,True,False,False,【 ｵﾄﾅ 女子 映画 部 】 歳 を 重ねる て も 輝ける 女性 は 何 が 違う の か ?『 ﾃﾞﾝｼﾞｬﾗｽ ･ ﾋﾞｭｰﾃｨｰ 』 ,ｵﾄﾅ 女子 映画 重ねる 輝ける 女性 違う ?『 ﾃﾞﾝｼﾞｬﾗｽ ﾋﾞｭｰﾃｨｰ 
11,1,00歳下の女性と結婚のﾗｻｰﾙ石井に｢気持ち悪い｣と非難殺到,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,00 歳 下 の 女性 と 結婚 の ﾗｻｰﾙ 石井 に ｢ 気持ち 悪い ｣ と 非難 殺到 ,00 女性 結婚 ﾗｻｰﾙ 石井 気持ち 悪い 非難 殺到 
12,7,【sports watch】ﾉﾑさん､日本人選手のﾒｼﾞｬｰ挑戦に｢本当はお金ですよ｣,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,【 sports   watch 】 ﾉﾑ さん ､ 日本人 選手 の ﾒｼﾞｬｰ 挑戦 に ｢ 本当は お金 です よ ｣ ,sports watch ﾉﾑ さん 日本人 選手 ﾒｼﾞｬｰ 挑戦 本当は お金 です 
13,3,ぶっちゃけ結婚後はどうなっている?独女による｢婚約指輪の謎｣,0.0,0.0,30.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False,False,False,ぶる ちゃ く 結婚 後 は どう なる て いる ? 独 女 による ｢ 婚約 指輪 の 謎 ｣ ,ぶる ちゃ 結婚 どう なる いる による 婚約 指輪 
14,7,ｽｻﾞﾝﾇ､斉藤との夜の夫婦生活に言及,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,ｽｻﾞﾝﾇ ､ 斉藤 と の 夜 の 夫婦 生活 に 言及 ,ｽｻﾞﾝﾇ 斉藤 夫婦 生活 言及 
15,0,こんなｱﾌﾟﾘもあったのか!ｽﾏｰﾄﾌｫﾝがﾏｳｽになる､あると便利な｢advanced touchpad (ﾘﾓｰﾄﾏｳｽ)｣【androidｱﾌﾟﾘ】,0.0,0.0,77.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,True,False,False,こんな ｱﾌﾟﾘ も ある た の か ! ｽﾏｰﾄﾌｫﾝ が ﾏｳｽ に なる ､ ある と 便利 だ ｢ advanced   touchpad   ( ﾘﾓｰﾄﾏｳｽ )｣【 android ｱﾌﾟﾘ 】 ,こんな ｱﾌﾟﾘ ある ｽﾏｰﾄﾌｫﾝ ﾏｳｽ なる ある 便利 advanced touchpad ﾘﾓｰﾄﾏｳｽ )｣【 android ｱﾌﾟﾘ 
16,3,今の世の中に､男らしい男がいないのはなぜ?,0.0,0.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False,False,False,今 の 世の中 に ､ 男らしい 男 が いる ない の は なぜ ? ,世の中 男らしい いる ない なぜ 
17,5,『ﾍﾙﾌﾟ ?心がつなぐｽﾄｰﾘｰ?』､ｵｸﾀｳﾞｨｱ･ｽﾍﾟﾝｻｰが初のgg受賞,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,『 ﾍﾙﾌﾟ   ? 心 が つなぐ ｽﾄｰﾘｰ ? 』､ ｵｸﾀｳﾞｨｱ ･ ｽﾍﾟﾝｻｰ が 初 の gg 受賞 ,ﾍﾙﾌﾟ つなぐ ｽﾄｰﾘｰ 』､ ｵｸﾀｳﾞｨｱ ｽﾍﾟﾝｻｰ gg 受賞 
18,5,大島優子｢どういう気持だったか､察して頂けるとありがたい｣,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,大島 優子 ｢ どういう 気持 だ た か ､ 察す て 頂ける と ありがたい ｣ ,大島 優子 どういう 気持 察す 頂ける ありがたい 
19,1,｢smap×smap｣出演の香川真司｢先輩にもﾀﾒ口｣｢川島は何を言っているかわからない｣,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,｢ smap×smap ｣ 出演 の 香川 真司 ｢ 先輩 に も ﾀﾒ 口 ｣｢ 川島 は 何 を 言う て いる か わかる ない ｣ ,smap×smap 出演 香川 真司 先輩 ﾀﾒ ｣｢ 川島 言う いる わかる ない 
20,6,iphoneで高度な画像編集が!ｼﾝﾌﾟﾙながら多機能な画像編集ｱﾌﾟﾘ【iphoneでﾁｬﾝｽを掴め】,0.0,0.0,52.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,True,False,False,iphone で 高度 だ 画像 編集 が ! ｼﾝﾌﾟﾙ ながら 多 機能 だ 画像 編集 ｱﾌﾟﾘ 【 iphone で ﾁｬﾝｽ を 掴める 】 ,iphone 高度 画像 編集 ｼﾝﾌﾟﾙ ながら 機能 画像 編集 ｱﾌﾟﾘ iphone ﾁｬﾝｽ 掴める 
21,4,my little loverの名曲が聴けるお台場のｸﾘｽﾏｽﾂﾘｰ,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,my   little   lover の 名曲 が 聴ける お 台場 の ｸﾘｽﾏｽﾂﾘｰ ,my little lover 名曲 聴ける 台場 ｸﾘｽﾏｽﾂﾘｰ 
22,4,"【終了しました】ｶｼﾞｭｱﾙﾀﾞｲﾆﾝｸﾞ『kichiri』0,000円分ｶｰﾄﾞをﾌﾟﾚｾﾞﾝﾄ!",0.0,0.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,True,False,False,"【 終了 する ます た 】 ｶｼﾞｭｱﾙﾀﾞｲﾆﾝｸﾞ 『 kichiri 』 0 , 000 円 分 ｶｰﾄﾞ を ﾌﾟﾚｾﾞﾝﾄ ! ",終了 する ます ｶｼﾞｭｱﾙﾀﾞｲﾆﾝｸﾞ kichiri 000 ｶｰﾄﾞ ﾌﾟﾚｾﾞﾝﾄ 
23,7,【sports watch】川上は星野新監督にﾄﾗｳﾏあり｡週刊文春報じる,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,【 sports   watch 】 川上 は 星野 新 監督 に ﾄﾗｳﾏ ある ｡ 週刊文春 報じる ,sports watch 川上 星野 監督 ﾄﾗｳﾏ ある 週刊文春 報じる 
24,4,“まつ毛”は女の命! givenchyの“球体ﾏｽｶﾗ”にﾆｭｰﾌｪｲｽが登場,0.0,0.0,39.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,False,False,“ まつ毛 ” は 女 の 命 !   givenchy の “ 球体 ﾏｽｶﾗ ” に ﾆｭｰﾌｪｲｽ が 登場 ,まつ毛 givenchy 球体 ﾏｽｶﾗ ﾆｭｰﾌｪｲｽ 登場 
25,3,あの頃に戻りたい…｡戻りたいのはいつ?,0.0,0.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False,False,False,あの 頃 に 戻る たい … ｡ 戻る たい の は いる つ ? ,あの 戻る たい 戻る たい いる 
26,7,落合監督断言 ｢他の監督はやりやすくなった｡逃げ道なくなったもん｣,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,落合 監督 断言   ｢ 他 の 監督 は やる やすい なる た ｡ 逃げ道 ない なる た もん ｣ ,落合 監督 断言 監督 やる やすい なる 逃げ道 ない なる もん 
27,5,第00回東京国際映画祭作品ｶﾞｲﾄﾞ<ﾜｰﾙﾄﾞｼﾈﾏ部門>,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,第 00 回 東京国際映画祭 作品 ｶﾞｲﾄﾞ < ﾜｰﾙﾄﾞｼﾈﾏ 部門 > ,00 東京国際映画祭 作品 ｶﾞｲﾄﾞ ﾜｰﾙﾄﾞｼﾈﾏ 部門 
28,6,写真の撮り方がうますぎる!孫社長 桜を詠んだ句と写真が話題,0.0,0.0,29.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,False,False,写真 の 撮る 方 が うまい すぎる ! 孫 社長   桜 を 詠む だ 句 と 写真 が 話題 ,写真 撮る うまい すぎる 社長 詠む 写真 話題 
29,4,春に向けてﾄﾞｺ磨く? ﾊﾟｰﾂｴｽﾃでﾃﾞｨﾃｰﾙ美人,0.0,0.0,28.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False,False,False,春 に 向ける て ﾄﾞｺ 磨く ?   ﾊﾟｰﾂｴｽﾃ で ﾃﾞｨﾃｰﾙ 美人 ,向ける ﾄﾞｺ 磨く ﾊﾟｰﾂｴｽﾃ ﾃﾞｨﾃｰﾙ 美人 
30,4,【終了しました】人気のｷｬﾝﾃﾞｨｰﾎﾞﾄﾙを0つｾｯﾄで各0名様にﾌﾟﾚｾﾞﾝﾄ,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,【 終了 する ます た 】 人気 の ｷｬﾝﾃﾞｨｰﾎﾞﾄﾙ を 0 つ ｾｯﾄ で 各 0 名 様 に ﾌﾟﾚｾﾞﾝﾄ ,終了 する ます 人気 ｷｬﾝﾃﾞｨｰﾎﾞﾄﾙ ｾｯﾄ ﾌﾟﾚｾﾞﾝﾄ 
31,8,ｽﾏﾎ回線の値下げ競争がはじまる! auのｽﾏｰﾄﾊﾞﾘｭｰ発表はどう影響するか【話題】,0.0,0.0,44.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,True,False,False,ｽﾏﾎ 回線 の 値下げ 競争 が はじまる !   au の ｽﾏｰﾄﾊﾞﾘｭｰ 発表 は どう 影響 する か 【 話題 】 ,ｽﾏﾎ 回線 値下げ 競争 はじまる au ｽﾏｰﾄﾊﾞﾘｭｰ 発表 どう 影響 する 話題 
32,8,震災特番が大ｺｹ! ｢めちゃｲｹ｣は何を間違ったのか?【話題】,0.0,0.0,31.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,False,True,False,False,震災 特番 が 大 ｺｹ !   ｢ め ちゃ ｲｹ ｣ は 何 を 間違う た の か ?【 話題 】 ,震災 特番 ｺｹ ちゃ ｲｹ 間違う ?【 話題 
33,0,nttﾄﾞｺﾓ､android向けｱﾌﾟﾘ｢しゃべってｺﾝｼｪﾙ｣をver0.0.0にｱｯﾌﾟﾃﾞｰﾄ!“答えそのもの”を返すように成長,0.0,0.0,68.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,False,False,ntt ﾄﾞｺﾓ ､ android 向け ｱﾌﾟﾘ ｢ しゃべる て ｺﾝｼｪﾙ ｣ を ver 0 . 0 . 0 に ｱｯﾌﾟﾃﾞｰﾄ !“ 答え そのもの ” を 返す よう に 成長 ,ntt ﾄﾞｺﾓ android 向け ｱﾌﾟﾘ しゃべる ｺﾝｼｪﾙ ver ｱｯﾌﾟﾃﾞｰﾄ !“ 答え そのもの 返す よう 成長 
34,0,kddi､au向け｢aquos phone sl is00sh｣および｢aquos phone serie isw00sh｣に不具合でｿﾌﾄｳｪｱ更新を提供開始,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,kddi ､ au 向け ｢ aquos   phone   sl   is 00 sh ｣ および ｢ aquos   phone   serie   isw 00 sh ｣ に 不具合 だ ｿﾌﾄｳｪｱ 更新 を 提供 開始 ,kddi au 向け aquos phone sl is 00 sh および aquos phone serie isw 00 sh 不具合 ｿﾌﾄｳｪｱ 更新 提供 開始 
35,1,中川翔子の太ももに不可解なｱｻﾞの怪,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,中川 翔子 の 太もも に 不可解 だ ｱｻﾞ の 怪 ,中川 翔子 太もも 不可解 ｱｻﾞ 
36,7,宮市亮､ﾎﾞﾙﾄﾝで活躍も｢本当に毎日が憂鬱｣,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,宮 市 亮 ､ ﾎﾞﾙﾄﾝ で 活躍 も ｢ 本当に 毎日 が 憂鬱 ｣ ,ﾎﾞﾙﾄﾝ 活躍 本当に 毎日 憂鬱 
37,2,00歳からの肉体改造､“ｵﾔｼﾞｸﾗｽ”で充実したﾗｲﾌｽﾀｲﾙを??【新生活特集】,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,00 歳 から の 肉体 改造 ､“ ｵﾔｼﾞｸﾗｽ ” で 充実 する た ﾗｲﾌｽﾀｲﾙ を ??【 新 生活 特集 】 ,00 から 肉体 改造 ､“ ｵﾔｼﾞｸﾗｽ 充実 する ﾗｲﾌｽﾀｲﾙ ??【 生活 特集 
38,4,今年こそ“彼を夢中にさせる”女にﾁｪﾝｼﾞ,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,今年 こそ “ 彼 を 夢中 に する せる ” 女 に ﾁｪﾝｼﾞ ,今年 こそ 夢中 する せる ﾁｪﾝｼﾞ 
39,3,00歳から始める!? “踊る女子”が続々出現!,0.0,0.0,23.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,False,False,False,False,00 歳 から 始める !?   “ 踊る 女子 ” が 続々 出現 ! ,00 から 始める !? 踊る 女子 続々 出現 
40,1,五輪ｻｯｶｰ  英韓戦を前に韓国では｢最悪のｼﾅﾘｵ｣の声,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,五輪 ｻｯｶｰ    英 韓 戦 を 前 に 韓国 で は ｢ 最悪 の ｼﾅﾘｵ ｣ の 声 ,五輪 ｻｯｶｰ    韓国 最悪 ｼﾅﾘｵ 
41,3,ｵﾌｨｽ節約術の新しい味方!,0.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,False,False,ｵﾌｨｽ 節約 術 の 新しい 味方 ! ,ｵﾌｨｽ 節約 新しい 味方 
42,0,明日発売開始!facebook連携もできるﾊｲｸﾞﾚｰﾄﾞなｽﾏｰﾄﾜｲﾔﾚｽｽﾃﾚｵﾍｯﾄﾞｾｯﾄ｢mw0｣を試す【ﾚﾋﾞｭｰ】,0.0,0.0,65.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,True,False,False,明日 発売 開始 ! facebook 連携 も できる ﾊｲｸﾞﾚｰﾄﾞ だ ｽﾏｰﾄﾜｲﾔﾚｽｽﾃﾚｵﾍｯﾄﾞｾｯﾄ ｢ mw 0 ｣ を 試す 【 ﾚﾋﾞｭｰ 】 ,明日 発売 開始 facebook 連携 できる ﾊｲｸﾞﾚｰﾄﾞ ｽﾏｰﾄﾜｲﾔﾚｽｽﾃﾚｵﾍｯﾄﾞｾｯﾄ mw 試す ﾚﾋﾞｭｰ 
43,4,あわや″姉妹どんぶり″の過去も!? 倖田來未さん結婚,0.0,0.0,26.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,False,False,False,False,あわや ″ 姉妹 どんぶり ″ の 過去 も !?   倖田來 未 さん 結婚 ,あわや 姉妹 どんぶり 過去 !? 倖田來 さん 結婚 
44,2,｢ｾｸﾊﾗや不倫が横行している会社です…｣ - 辛口説教部屋 vol.00,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,｢ ｾｸﾊﾗ や 不倫 が 横行 する て いる 会社 です … ｣   -   辛口 説教 部屋   vol . 00 ,ｾｸﾊﾗ 不倫 横行 する いる 会社 です 辛口 説教 部屋 vol 00 
45,5,【週末映画まとめ読み】 『ﾓﾃｷ』初登場0位でﾄｯﾌﾟ0を邦画が独占<00月0日号>,0.0,0.0,42.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,True,True,False,False,【 週末 映画 まとめ 読み 】   『 ﾓﾃｷ 』 初 登場 0 位 で ﾄｯﾌﾟ 0 を 邦画 が 独占 < 00 月 0 日 号 > ,週末 映画 まとめ 読み ﾓﾃｷ 登場 ﾄｯﾌﾟ 邦画 独占 00 
46,1,【韓国ﾆｭｰｽ】中国で反北朝鮮の動き､韓国は｢さすが北｣,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,【 韓国 ﾆｭｰｽ 】 中国 で 反 北朝鮮 の 動き ､ 韓国 は ｢ さすが 北 ｣ ,韓国 ﾆｭｰｽ 中国 北朝鮮 動き 韓国 さすが 
47,1,橋下徹大阪市長の税制改革案に不安の声,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,橋下 徹 大阪 市長 の 税制 改革 案 に 不安 の 声 ,橋下 大阪 市長 税制 改革 不安 
48,1,台湾警察がﾊﾟﾝﾂ丸見えの“うしじまいい肉”に激怒,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,台湾 警察 が ﾊﾟﾝﾂ 丸見え の “ う しじま いい 肉 ” に 激怒 ,台湾 警察 ﾊﾟﾝﾂ 丸見え しじま いい 激怒 
49,3,東尾理子も不妊を告白!｢産めないかもしれない｣不安,0.0,0.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,False,False,東尾 理子 も 不妊 を 告白 !｢ 産める ない かも しれる ない ｣ 不安 ,東尾 理子 不妊 告白 !｢ 産める ない かも しれる ない 不安 
50,5,“崖っぷちの男”の本当の目的,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,“ 崖っぷち の 男 ” の 本当 の 目的 ,崖っぷち 本当 目的 
51,0,ｳｨﾙｺﾑ初の｢pantone｣ﾌﾞﾗﾝﾄﾞのphs音声端末｢pantone phs wx00sh｣を写真で紹介【ﾚﾎﾟｰﾄ】,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,ｳｨﾙｺﾑ 初 の ｢ pantone ｣ ﾌﾞﾗﾝﾄﾞ の phs 音声 端末 ｢ pantone   phs   wx 00 sh ｣ を 写真 で 紹介 【 ﾚﾎﾟｰﾄ 】 ,ｳｨﾙｺﾑ pantone ﾌﾞﾗﾝﾄﾞ phs 音声 端末 pantone phs wx 00 sh 写真 紹介 ﾚﾎﾟｰﾄ 
52,1,米紙も注目したｹﾞｰﾑ｢竹島争奪戦｣,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,米 紙 も 注目 する た ｹﾞｰﾑ ｢ 竹島 争奪 戦 ｣ ,注目 する ｹﾞｰﾑ 竹島 争奪 
53,1,ｷﾑﾀｸが｢本当に嫌いになった共演俳優｣を実名で明かす,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,ｷﾑﾀｸ が ｢ 本当に 嫌い に なる た 共演 俳優 ｣ を 実名 で 明かす ,ｷﾑﾀｸ 本当に 嫌い なる 共演 俳優 実名 明かす 
54,7,香川真司､快勝に貢献も｢ﾌｨｼﾞｶﾙ弱すぎ｣の声  ,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,香川 真司 ､ 快勝 に 貢献 も ｢ ﾌｨｼﾞｶﾙ 弱 すぎ ｣ の 声 ,香川 真司 快勝 貢献 ﾌｨｼﾞｶﾙ すぎ 
55,4,【終了しました】食べるｽｷﾝｹｱで冬の枯れ肌を撃退!『美人食材を食べて0ヶ月できれいに! ﾋﾞｭｰﾃｨｰﾚｼﾋﾟ』を0名様にﾌﾟﾚｾﾞﾝﾄ,0.0,0.0,69.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,False,True,False,False,【 終了 する ます た 】 食べる ｽｷﾝｹｱ で 冬 の 枯れる 肌 を 撃退 !『 美人 食材 を 食べる て 0 ヶ月 で きれい に !   ﾋﾞｭｰﾃｨｰﾚｼﾋﾟ 』 を 0 名 様 に ﾌﾟﾚｾﾞﾝﾄ ,終了 する ます 食べる ｽｷﾝｹｱ 枯れる 撃退 !『 美人 食材 食べる ヶ月 きれい ﾋﾞｭｰﾃｨｰﾚｼﾋﾟ ﾌﾟﾚｾﾞﾝﾄ 
56,2,ｴﾘｱが広がりますます便利に!契約数000万件突破のwimaxでｽﾏﾎからﾀﾌﾞﾚｯﾄまで拡大するﾓﾊﾞｲﾙを活用してﾗｲﾌｽﾀｲﾙを変えよう,0.0,0.0,71.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,False,False,ｴﾘｱ が 広がる ます ます 便利 に ! 契約 数 000 万 件 突破 の wimax で ｽﾏﾎ から ﾀﾌﾞﾚｯﾄ まで 拡大 する ﾓﾊﾞｲﾙ を 活用 する て ﾗｲﾌｽﾀｲﾙ を 変える う ,ｴﾘｱ 広がる ます ます 便利 契約 000 突破 wimax ｽﾏﾎ から ﾀﾌﾞﾚｯﾄ まで 拡大 する ﾓﾊﾞｲﾙ 活用 する ﾗｲﾌｽﾀｲﾙ 変える 
57,6,00日はｱｷﾊﾞへgo!ultrabooker.jp専用ﾌﾞｰｽでｵﾘｼﾞﾅﾙｸﾞｯｽﾞを当てよう,0.0,0.0,49.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False,False,False,False,00 日 は ｱｷﾊﾞ へ go ! ultrabooker . jp 専用 ﾌﾞｰｽ で ｵﾘｼﾞﾅﾙｸﾞｯｽﾞ を 当てる う ,00 ｱｷﾊﾞ go ultrabooker jp 専用 ﾌﾞｰｽ ｵﾘｼﾞﾅﾙｸﾞｯｽﾞ 当てる 
58,7,まさに才色兼備､000cmの“美白の壁”がﾛﾝﾄﾞﾝを引き寄せる,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,まさに 才色兼備 ､ 000 cm の “ 美 白 の 壁 ” が ﾛﾝﾄﾞﾝ を 引き寄せる ,まさに 才色兼備 000 cm ﾛﾝﾄﾞﾝ 引き寄せる 
59,6,こういうwifi名もｱﾘ? 自作自演もある楽しいwifiｱｸｾｽﾎﾟｲﾝﾄ名,0.0,0.0,38.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False,False,False,こういう wifi 名 も ｱﾘ ?   自作 自演 も ある 楽しい wifi ｱｸｾｽﾎﾟｲﾝﾄ 名 ,こういう wifi ｱﾘ 自作 自演 ある 楽しい wifi ｱｸｾｽﾎﾟｲﾝﾄ 
60,4,歌って踊るｷｭｰﾄなﾗﾌﾞｽﾄｰﾘｰ｢ﾋｰｽ･ﾚｼﾞｬｰの恋のからさわぎ｣,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,歌う て 踊る ｷｭｰﾄ だ ﾗﾌﾞｽﾄｰﾘｰ ｢ ﾋｰｽ ･ ﾚｼﾞｬｰ の 恋 の から さわぐ ｣ ,歌う 踊る ｷｭｰﾄ ﾗﾌﾞｽﾄｰﾘｰ ﾋｰｽ ﾚｼﾞｬｰ から さわぐ 
